web-scraper-order,web-scraper-start-url,links,links-href,price,adresse,image-link-src,marque
"1738688194-310","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Honda Vision 110ie injection venant papiers cmc","https://www.dakarvente.com/annonce-37967-honda-vision-110ie-injection-venant-papiers-cmc.html","675.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/d3372a2c52f0e28b36b8dab1dfa9d5a5.jpg","Honda Vision 110ie injection venant"
"1738688202-311","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Yamaha flipper 125cc injection","https://www.dakarvente.com/annonce-38006-yamaha-flipper-125cc-injection.html","550.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/49b9e553a97da2f4d6b726a7c8c5365b.jpeg","Yamaha flipper 125cc injection nouveau model venant J’aime roulé ici et très très faible consommation moteur très silencieux et propre tout marche pour plus d’info contacté moi"
"1738688213-312","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Scooter moto Beverly 250km/h dakar senegal","https://www.dakarvente.com/annonce-38077-scooter-moto-beverly-250km-h-dakar-senegal.html","400.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/07f7ccc2ae3857dbc0d96ef814bef1c4.jpeg","* Moteur : monocylindre 4T, refroidi par eau, simple ACT, 4 soupapes

* Cylindrée : 72 x 60 = 244 cm3

* Puissance maxi : 22 ch à 8250 tr/mn

* Couple : 20,2 nm à 6500 tr/mn

* Mise en route : démarreur électrique

* Alimentation : carburateur par cylindre

* Embrayage : Centrifuge

* Boîte : Variateur

* Cadre : double berceau acier

* Suspension av. : fourche télescopique ø35 , déb. 104 mm

* Suspension ar. : 2 amortisseurs réglables, déb. 90 mm

* Frein av. : 1 disque ø 260 mm, étrier double piston

* Frein ar. : 1 disque ø 260 mm, étrier double piston

* Pneu av. : 110/70 x 16; ar. : 140/70 x 16

* Réservoir essence : 10 litres

* Longueur : 2110 mm

* Hauteur de selle : 790 mm

* Poids à sec : 157 kg"
"1738688234-313","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Peugeot Vivacity 100cm3 carburateur venant papiers cmc disponible","https://www.dakarvente.com/annonce-38270-peugeot-vivacity-100cm3-carburateur-venant-papiers-cmc-disponible.html","500.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/6c57d496613c0949e67973032c84a7b8.jpg","Peugeot Vivacity 100cm3 carburateur venant papiers cmc au nom du client"
"1738688240-314","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Burgman 200ie injection freins ABS avant-arrière venant papiers cmc original","https://www.dakarvente.com/annonce-38271-burgman-200ie-injection-freins-abs-avant-arrire-venant-papiers-cmc-original.html","700.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/f670499b486cce3f86c42b1625954195.jpg","Burgman 200ie injection freins ABS avant-arrière venant venant papiers cmc original"
"1738688248-315","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Moto HONDA","https://www.dakarvente.com/annonce-38314-moto-honda.html","500.000  FCFA","Offre d'un particulier à Mbour","media/annonces/pics/a3b5f023e1bdd9fdeb8860ff20748b0c.jpg","HONDA HS GRIS"
"1738688256-316","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Kymco Like 200ie injection Venant papiers cmc original","https://www.dakarvente.com/annonce-38488-kymco-like-200ie-injection-venant-papiers-cmc-original.html","650.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/74bbced98ae1a7a6b9eda0a6aa20d6c5.jpg","Kymco Like 200ie injection Venant"
"1738688266-317","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Scooter Lifan","https://www.dakarvente.com/annonce-38543-scooter-lifan.html","1.750.000  FCFA","Offre d'un particulier à Derklé","media/annonces/pics/2016660847b25e3a810a7173d39adeed.jpeg","Comme le X-ADV, on retrouve un scooter au look de crossover avec un châssis surélevé, une fourche inversée, une mono suspension, un double phare à LED, un freinage avec un double disque avant et arrière.



A l'intérieur on retrouve une motorisation déjà éprouvée par le constructeur avec un monocylindre refroidi par air de 150 cm3 délivrant une puissance de 6.4kwà 7000min (contre les 5.2kw à 7500r/min des 125 cm3) et un couple de 9.6N.m à 6000r/min (contre les 7.5N.m à 6000r/min du 125), dont la consommation est inférieure à 2.8 litres au 100 km. Ce qui donne une autonomie de près de 300 kilomètres avec le réservoir de 6.8 litres.

avec carte grise plaque et assurance 12mois"
"1738688273-318","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Huojun","https://www.dakarvente.com/annonce-38600-huojun.html","280.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/d4b79ea1ae1b80210a744b440972e35e.jpeg","Moto Jakarta a vendre en bon etat a 280000cfa

(discutable) avec tous ses papiers a jour et l assurance a jour"
"1738688282-319","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Vente flash vespa LX Gts250ie","https://www.dakarvente.com/annonce-38885-vente-flash-vespa-lx-gts250ie.html","600.000  FCFA","Offre d'un particulier à HLM","media/annonces/pics/1e5b79300269a07005c9f00c2142e51f.png","Je vends une vespa LX Gts250ie avec carte à grise numérique"
"1738688291-320","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Piaggio tayphon nouveau modèle 125cc turbo","https://www.dakarvente.com/annonce-38910-piaggio-tayphon-nouveau-modle-125cc-turbo.html","1  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/b243c3e4a29ad3e0ba1df7575ced7f45.jpeg","Piaggio tayphon nouveau modèle 125cc turbo venant Italie"
"1738688298-321","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","HONDA CRF 1000L AFRICA TWIN 2018, en boite automatique DCT","https://www.dakarvente.com/annonce-38926-honda-crf-1000l-africa-twin-2018-en-boite-automatique-dct.html","3.800.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/d5e10485c0907a407552f42d9611d063.jpeg","*HONDA CRF 1000L AFRICA TWIN 2018, en boite automatique DCT*



Full papiers OK ✅ (CMC, carte grise, immatriculation, assurance) 



Disponible à Dakar du 12 au 19 juillet 2023



Full révision faite chez un mecano sérieux spécialiste Honda et lui même proprio d'une AT (tjs le même depuis le début, mise en relation possible) 



Liste non exhaustive des équipements / options de la moto : 

- Visière sport / semi teinte noire 

- Crash bar avant SW MOTECH 

- Grille protection phare avant SW MOTECH

- 2 phares additionnels antibrouillards SW MOTECH

- Protection sabot moteur SW MOTECH

- Top case arrière Trekker 58L avec dosseret intégré pour passager 

- Échappement ARROW race tech gris 

- Pneu mixte TKC 70 CONTINENTAL avant et arrière 

- Écarteur béquille latérale (idéal pour les terrains instables)

Pour information, les éléments suivants ont fait l’objet d’une révision récente (factures à l’appui) :

- Vidange / changement filtre HONDA + huile IPONE 10w30

- Changement plaquette de frein avant et arrière HONDA

- Vidange liquide de frein avant / arrière huile MOTUL

- Changement huile fourche et nettoyage joints SPI 

- Changement pneu arrière TKC 70 CONTINENTAL 

Compris dans l’offre :

- Un casque HJC jet black 

- Intercom 2022 SENA 5S

- Un casque passager (marque standard)

- Support telephone modulables

- Kit chaîne IPONE (dégraissant / film protecteur / brosse)

- 1 bouteille huile moteur IPONE 

- 1 bouteille huile frein MOTUL

- Sacoches laterals (outils de base)

- Un antivol chaine  

- Un antivol « U »

- Un antivol bloque disque alarme"
"1738688309-322","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Symphony 4t50cc","https://www.dakarvente.com/annonce-38971-symphony-4t50cc.html","365.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/edad8228984acda2c9adc594de59d7ad.jpeg","Regardez ce joli symphony nouveau modèle turbo 4 temps 50cm3 Venant"
"1738688320-323","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Moto Kymco Grand Dink 250","https://www.dakarvente.com/annonce-38980-moto-kymco-grand-dink-250.html","350.000  FCFA","Offre d'un particulier à Guédiawaye","media/annonces/pics/1a7e0fe1cc0120338b4413d68774cd22.jpg","Kymco Grand Dink 250"
"1738688326-324","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Kymco Agility 125cc","https://www.dakarvente.com/annonce-39000-kymco-agility-125cc.html","160.000  FCFA","Offre d'un particulier à Mbao","media/annonces/pics/7491eb17e12ccaeda25aeb52e1031869.jpeg","Je vends ma Kymco Agility 2016 125cc 4 temps :transmission. Révision complète à  km. avec une faible consommation d’essence Si vous êtes intéressés ou souhaitez plus d’informations, contactez moi.



De même à savoir  : ( Piston et culasse a changer ) pour cela à bazarder; avec une faible consommation merci 



Budget réparation 30.000 pour cela je Basarde à ce prix."
"1738688341-325","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Honda SH 125","https://www.dakarvente.com/annonce-39012-honda-sh-125.html","250.000  FCFA","Offre d'un particulier à Mbao","media/annonces/pics/c0c0aa72702272298fd52dfff812c0b1.jpeg","Honda SH 125 moteur Impect; faible consommation. Rien à signaler à un prix imbattable. 



NB: Juste besoin d’argent  

Pour plus de détails PV ou appel Whatsapp merci 





Prix: 250.000"
"1738688351-326","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","X9 500 injection avec carte à grise à vendre en bon état","https://www.dakarvente.com/annonce-39069-x9-500-injection-avec-carte-grise-vendre-en-bon-tat.html","550.000  FCFA","Offre d'un particulier à Thiès","media/annonces/pics/e54ea95333c3403284af41ec3ae7d321.jpg","X9 500 injection bou wow kong tei nekh zéro panne ( tal dem ) avec carte à grise 

Nb : Prix fixe"
"1738688359-327","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","MOTO TRICYCLE A VENDRE AU SENEGAL","https://www.dakarvente.com/annonce-39076-moto-tricycle-a-vendre-au-senegal.html","1.480.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/dff282f909a456259ef8cda00badb265.jpg","Chers clients, nous vous proposons des MOTOS TRICYCLE très efficace et tout neuf avec sa carte grise.

•-TRICYCLE 175 CC à 1.480.000 CFA

•-TRICYCLE 150CC  à 1.580.000 CFA

•-TRICYCLE 200 CC  à 1.700.000 CFA

•-TRICYCLE 300 CC  à 2.200.000 CFA

PRODUIT GARANTIE

LIVRAISON PARTOUT A DAKAR"
"1738688364-328","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","MoTo Yamaha","https://www.dakarvente.com/annonce-39109-moto-yamaha.html","500.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/b2caad398a1ded49eea62e4aaf52efab.jpeg","MoTo Yamaha avec tous les papiers au complet, kilométrage :18.400.              ..…...................................................Prix :500.000F.                      *********Pour Avoir Plus d'information contactez sen taif service automobile"
"1738688371-329","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Sym orbit2 nouveau modèle 4t50cc","https://www.dakarvente.com/annonce-39208-sym-orbit2-nouveau-modle-4t50cc.html","365.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/1d5bac3e4f12df67bef493cfa6a9ae39.jpeg","Sym orbit 2 nouveau modèle 4 temps 50c turbo Venant de France"
"1738688379-330","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Kymco pipole 50cc","https://www.dakarvente.com/annonce-39209-kymco-pipole-50cc.html","350.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/bfcb3a6cd0f60ef92a87035c7953af6b.jpeg","Kymco pipole 50c turbo Venant de France"
"1738688385-331","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Kymco Dink 125cm3 carburateur Venant papiers cmc original","https://www.dakarvente.com/annonce-39215-kymco-dink-125cm3-carburateur-venant-papiers-cmc-original.html","675.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/c55fef8c47c3c12837a36f19151ea563.jpg","Kymco Dink 125cm3 carburateur Venant Papiers CmC original Prix:675000fr négociable"
"1738688393-332","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","MOTOCROSS","https://www.dakarvente.com/annonce-39226-motocross.html","","Offre d'un particulier à Thiaroye","media/annonces/pics/4ebf6337f322c54c6e6db09592cd8e8e.png","77 959 97 68"
"1738688401-333","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","MOTO TRICYCLE A VENDRE AU SENEGAL","https://www.dakarvente.com/annonce-39366-moto-tricycle-a-vendre-au-senegal.html","1.480.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/3405fd42fd1f4994c7d6e83d6170fd5f.jpg","•	-TRICYCLE 175 CC à 1.480.000 CFA

•	-TRICYCLE 150CC  à 1.580.000 CFA

•	-TRICYCLE 200 CC  à 1.700.000 CFA

•	-TRICYCLE 300 CC  à 2.200.000 CFA



PRODUIT GARANTIE

LIVRAISON PARTOUT A DAKAR"
"1738688413-334","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Kymco Agility 125cm3 carburateur Venant papiers cmc disponible","https://www.dakarvente.com/annonce-39638-kymco-agility-125cm3-carburateur-venant-papiers-cmc-disponible.html","525.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/dba8c39c5e50d2a1f0f770a776048fa5.jpg","Kymco Agility 125cm3 carburateur Venant papiers cmc disponible"
"1738688420-335","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Tmax","https://www.dakarvente.com/annonce-39751-tmax.html","2.800.000  FCFA","Offre d'un particulier à Hann Maristes","img/nophoto.png","Tmax 530 très bon état"
"1738688428-336","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Xmax 250ie ABS modèle 2012 venant papiers cmc original disponibles","https://www.dakarvente.com/annonce-39844-xmax-250ie-abs-modle-2012-venant-papiers-cmc-original-disponibles.html","1.200.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/8a0937f4bc7650f6e76421a645ff9cee.jpg","Xmax 250ie ABS modèle 2012 venant papiers cmc original disponible"
"1738688435-337","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Yamaha TMAX 2018","https://www.dakarvente.com/annonce-40032-yamaha-tmax-2018.html","3.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/23d6693d43738197ec67bf62e5ce8715.jpeg","Je vends le tmax nouveau modéle venant jamais rouler puor plus information écrivez moi"
"1738688442-338","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Kymco Dink 125cm3 carburateur Venant papiers cmc original","https://www.dakarvente.com/annonce-40057-kymco-dink-125cm3-carburateur-venant-papiers-cmc-original.html","625.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/fa68dfe60bc82eb518369f475fa10e4a.jpg","Kymco Dink 125cm3 carburateur Venant papiers cmc original disponible"
"1738688448-339","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Yamaha Nmax 125ie ABS modèle 2015/20 venant papiers cmc original disponible","https://www.dakarvente.com/annonce-40117-yamaha-nmax-125ie-abs-modle-2015-20-venant-papiers-cmc-original-disponible.html","1.150.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/071eeef305511b34b92193b7fef5434d.jpg","Yamaha Nmax 125ie ABS modèle 2015/20 venant"
"1738688455-340","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Honda Vision 110ie injection venant papiers cmc original","https://www.dakarvente.com/annonce-40118-honda-vision-110ie-injection-venant-papiers-cmc-original.html","675.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/a4a2a8ab223167475fa5372270fde7d2.jpg","Honda Vision 110ie injection venant papiers cmc original disponibles"
"1738688464-341","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","YAMAHA XCITY 250I VENANT","https://www.dakarvente.com/annonce-40128-yamaha-xcity-250i-venant.html","1.000.000  FCFA","Offre d'un particulier à Patte d'Oie","media/annonces/pics/6c26e20b477818bad03b0aaeeb7a05b1.jpg","YAMAHA XCITY 250 VENANT CMC ORIGINAL / 2 CLES 2 Télécommandes (avec Alarme très forte / Allumage et éteignage à distance) VIDANGE FAITE."
"1738688487-342","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Honda africain twin 1000L, année 2016","https://www.dakarvente.com/annonce-40135-honda-africain-twin-1000l-anne-2016.html","4.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/960993add5a0ea5e955ec9a5044b8df3.jpeg","Honda africain twin 1000L, année 2016



Prix:4.000.000F.                      ********""""""""""*******************Pour Avoir plus d'informations contactez sen taif service automobile"
"1738688496-343","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Moto scooter a vendre","https://www.dakarvente.com/annonce-40347-moto-scooter-a-vendre.html","450.000  FCFA","Offre d'un particulier à Ouakam","img/nophoto.png","Moto scooter X max 250 a vendre moins cher avec tous les papiers original contacter moi sur 778307040."
"1738688503-344","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Moto","https://www.dakarvente.com/annonce-40352-moto.html","180.000  FCFA","Offre d'un particulier à Parcelles assainies","img/nophoto.png","Moto kymco agéliti problème pistons cylindres a changé à part çà tout impec wanter sokhla khaliss motakh"
"1738688509-345","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Kymco People S 200ie injection Venant papiers cmc original","https://www.dakarvente.com/annonce-40370-kymco-people-s-200ie-injection-venant-papiers-cmc-original.html","675.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/0f19c89f1c56ca9d4fa92691205652e0.jpg","Kymco People S 200ie injection Venant papiers cmc original disponible"
"1738688518-346","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Peugeot Satelis RS 550ie ABS modèle 2014 Venant papiers cmc","https://www.dakarvente.com/annonce-40371-peugeot-satelis-rs-550ie-abs-modle-2014-venant-papiers-cmc.html","950.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/c85be6e7df15a7af6b27035ba7e2bc6c.jpg","Peugeot Satelis RS 550ie ABS injection Venant papiers cmc"
"1738688529-347","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Liberty 2T 50cm3 en bon état","https://www.dakarvente.com/annonce-40635-liberty-2t-50cm3-en-bon-tat.html","199.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/b15ef091b7076cd587a5df2ab28a6c23.jpg","Je vends ma Liberty 2T 50cm3 très puissant en bon état avec une faible consommation d'essence."
"1738688536-348","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Moto Kymko People 150","https://www.dakarvente.com/annonce-40656-moto-kymko-people-150.html","500.000  FCFA","Offre d'un particulier à Bambey","media/annonces/pics/6f0b1570438e7189db555410eab1a9a3.jpeg","Kymko people 150 année 2004 prix négociable en cas de besoin contacter nous"
"1738688543-349","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","TRICYCLES AGANANMA EN PROMOTION","https://www.dakarvente.com/annonce-40706-tricycles-agananma-en-promotion.html","1.425.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/b592249aa3b54e610a54ed0671000abe.jpg","PROMOTION SUR NOS TRICYCLES AGANANMA A DAKAR 

-----------------

Tricycle AGANANMA

Tricycle 150 Cc

Marque: AGANAMA

Refroidisseur à air 

Caisse: 180x 130cm

Max charge: 1 tonne



Prix: 1.325.000 FCFA sans carte grise

          1.425.000 FCFA avec carte grise

----‐---------------------

Tricycle 200 Cc

Marque: AGANANMA

Refroidisseur à air 

Caisse: 180x 130cm

Max charge: 1.8 tonne



Prix: 1.480.000 FCFA sans carte grise

          1.580.000 FCFA avec carte grise



LIVRAISON PARTOUT A DAKAR"
"1738688551-350","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Scooter racing Aprilia","https://www.dakarvente.com/annonce-41092-scooter-racing-aprilia.html","200.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/4e1de60280bb451cf898cae21fb6f2b9.jpeg","Scooter racing Aprilia moteur 50cc à vendre"
"1738688557-351","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Moto Cross Yamaha YZ 125cc 2temps 2016","https://www.dakarvente.com/annonce-41222-moto-cross-yamaha-yz-125cc-2temps-2016.html","1.600.000  FCFA","Offre d'un particulier à Ngaparou","img/nophoto.png","Bonjour, je vend ma YZ Yamaha 2 temps de 2016.

Le moteur tourne parfaitement, suspension avant/arrière ok, piston/segment ok, entretien vidange ok.

Les carénages sont en bon état quoiqu’un peu vieillot par le soleil.

Prix négociable, faire offre direct via Watsapp"
"1738688563-352","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Moto en excellent état - Performances exceptionnelles, Prix attractif !","https://www.dakarvente.com/annonce-41620-moto-en-excellent-tat-performances-exceptionnelles-prix-attractif.html","","Offre d'un particulier à Dakar","media/annonces/pics/b02d3c7b77dfb536f786bf75b751334d.jpeg","À vendre : Une moto en excellent état, prête à vous offrir une expérience de conduite inoubliable. Un mélange parfait de puissance, de style et de fiabilité.

Cette moto a été entretenue avec le plus grand soin, n'a jamais été accidentée et fonctionne parfaitement. Elle offre des performances exceptionnelles sur route tout en offrant un confort de conduite inégalé."
"1738688573-353","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Kymco agility 150","https://www.dakarvente.com/annonce-41706-kymco-agility-150.html","370.000  FCFA","Offre d'un particulier à Cambérène","media/annonces/pics/f3f0a4518319567bbd2e5dc617ab81f1.jpeg","Kymco agility 150cc en bon État à vendre 

Intéressé contacter moi"
"1738688583-354","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Honda @ 150cc","https://www.dakarvente.com/annonce-41707-honda-150cc.html","400.000  FCFA","Offre d'un particulier à Cambérène","media/annonces/pics/e31b79d9c7a2a026cb82196636167c59.jpeg","Honda @ 150cc en bon Etat à vendre  avec papier 

Intéressé contacter moi"
"1738688590-355","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Vends Honda Dominator 650","https://www.dakarvente.com/annonce-41754-vends-honda-dominator-650.html","650.000  FCFA","Offre d'un particulier à Somone","media/annonces/pics/dcfdb70e7ff3bdfa9e0d58ef67e250b8.jpg","Honda Dominator 650. Visible à somone. Bonne compression mais fume. Segmentation ou joints de queue de soupape.  Pneux bimousse. Pipe admission neuve de France. Vendue avec pochette de joints moteur de France. Plus quelques pièces."
"1738688595-356","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","SCOOTER T-MAX 560 TECH","https://www.dakarvente.com/annonce-41980-scooter-t-max-560-tech.html","9.500.000  FCFA","Offre d'un particulier à Golf","media/annonces/pics/633a4d15b847f722113df2357d88d51e.jpeg","Je vends mon scooter T-Max 560 Tech acheté année Decembre 2022 , couleur vert militaire

Modèle 2022

Type	Bicylindre parallèle, 4 temps, refroidissement liquide, distribution par double arbre à cames en tête, 4 soupapes

Cylindrée	562 cm3 (70 x 73 mm)

Puissance	47,6 cv (35 kW) à 7.500 tours/minute

Couple	55.7 Nm à 5.250 tours/minute

Allumage	Electronique TCI

Lubrification	Carter sec

Alimentation	Injection de carburant

Transmission

Embrayage	-

Boîte de vitesses	Automatique

Chaîne secondaire	Par courroie

Partie cycle

Cadre	Cadre aluminium coulé à double longeron

Longueur	2.200 mm	2.195 mm

Largeur	765 mm	780 mm

Empattement	1.575 mm

Garde au sol	125 mm	135 mm

Hauteur de selle	800 mm

Poids	218 kg pleins faits, 220 kg pour la version TechMax

Suspension avant	Fourche télescopique inversée de 41 mm. Débattement 120 mm

Suspension arrière	Bras oscillant en alliage d'aluminium et suspension Monocross à biellettes. Débattement 117 mm

Angle de chasse	NC

Chasse à la roue	NC

Frein avant	Doubles disques de 267 mm

Frein arrière	Simple disque de 282 mm

Roues	15 pouces	Jantes SpinForged à 10 bâtons

Pneu avant	120/70 R15 M/C 56H TL

Pneu arrière	160/60 R15 M/C 67H TL

Contenances

Réservoir	15 litres"
"1738688601-357","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","TRICYCLES EN PROMOTION","https://www.dakarvente.com/annonce-42057-tricycles-en-promotion.html","1.580.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/505d3adf4ceb62575ddfe8ee36352d02.jpg","PROMOTION SUR NOS TRICYCLES AGANANMA A DAKAR 



Bonjour très chers client , nos vous proposons des tricycles de très bonne qualité , solide et durable pour vos transport de bagage à des prix promotionnels .

-----------------

TRICYCLE AGANANMA 

Tricycle 150 Cc

Marque: AGANAMA

Refroidisseur à air 

Caisse: 180x 130cm

Max charge: 1 tonne

Prix: 1.325.000 FCFA sans carte grise

          1.425.000 FCFA avec carte grise

----‐---------------------

Tricycle 200 Cc

Marque: AGANANMA

Refroidisseur à air 

Caisse: 180x 130cm

Max charge: 1.8 tonne

Prix: 1.480.000 FCFA sans carte grise

          1.580.000 FCFA avec carte grise

--------------------------------------------------------------------------

PRODUIT GARANTIE

LIVRAISON PARTOUT A DAKAR"
"1738688612-358","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","CAMPLATE 2 466 110 125 and CAMPLATE 2 466 110 015","https://www.dakarvente.com/annonce-42545-camplate-2-466-110-125-and-camplate-2-466-110-015.html","120  FCFA","Offre d'un particulier à Fann","media/annonces/pics/c32863cffb231001c666a4d30131f710.jpg","CAMPLATE 2 466 110 125 and CAMPLATE 2 466 110 015 

#CAMPLATE 146220-5320#

#CAMPLATE 2 466 110 015#

#CAMPLATE 2 466 110 110#

#CAMPLATE 2 466 110 125#

#CAMPLATE 2 466 110 203#

#CAMPLATE 2 466 110 206#

ENE DAISY

wha / tsap / p: 8613/3869/013/67

daisy at china-lutong dot net"
"1738688619-359","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","MOTO TRICYCLE HASILAZA A VENDRE","https://www.dakarvente.com/annonce-42849-moto-tricycle-hasilaza-a-vendre.html","1.650.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/6c90cb44585bb57da10225209e7b3b73.jpg","MOTO TRICYCLE A VENDRE AU SENEGAL

Chers, client, pour la nouvelle année, nous vous proposons des MOTOS TRICYCLE très efficace et tout neuf avec sa carte grise."
"1738688625-360","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=2","Moto Électrique 2 places","https://www.dakarvente.com/annonce-42999-moto-lectrique-2-places.html","400.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/da022ef68aaef0b9b016dac59a058240.jpeg","Moto Électrique 2 places

Cette moto électrique puissante vous permet de faire des économies d'argent à long therme. Rapide et silencieuse, elle est très économique pas besoin de Papiers .

Caractéristiques :

* Autonomie : 80km 

* Puissance : 350W

* Vitesse max : 30km/h

* Charge : 4 - 8 h

* Transmission Automatique : 6 Vitesses

* Sécurité : Blocage Roue Arrière

* Phares LED 

* 02 Clés Avec Télécommande (alarme...)

* Portes bagages + Rangement

* Chargeur (offert)

Disponible a fass delorme / dakar"
