web-scraper-order,web-scraper-start-url,links,links-href,price,marque,adresse,image-link-src
"1738685748-46","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Tecno spark k7","https://www.dakarvente.com/annonce-471-tecno-spark-k7.html","57.900  FCFA","Tecno spark k7 original tout neuf scellé dans sa boite dual sim quad core 1.5ghz system android nougat 7.0 tres tres rapide et puissant prend toutes les applications watshap viber imo snap chat etc tres large mémoire interne 16go ram 1go prend carte mémoire jusqu'à 256go ecran tres large de 5.5pouces super amoled capicitive superbe appareil photo tres claire et nette tres haute qualité image 13 mégapixels flash led auto focus détection sourires et visage et camera frontal tres claire et nette tres haute qualité image 5 mégapixels flash led auto focus détection sourires et visage pour de jolie selfies batterie tres résistante dure des jours 3000mah très jolie design semblable à l'iphone 7 plus superbe smartphone haut de gamme tres performant connexion tres rapide avec lecteur empreinte digital a un prix imbattable promotionnel garantie 13 mois pochette taff livraison gratuite avec facture. 

tel : 776164045","Offre d'un particulier à Plateau","media/annonces/pics/6d15d1477e739313a8c609184197b88e.png"
"1738685756-47","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Hp 15 pro","https://www.dakarvente.com/annonce-501-hp-15-pro.html","135.000  FCFA","Nous vendons ces hp 15 pro core i3 nouveau model qui sont slim et quasi neuf avec capacité 500gb ram 4go/5go, windows 8.1 et word déjà installés clavier numérique, autonomie 4h,facture et garantie . 

Tél : 77845939","Offre d'un particulier à Plateau","media/annonces/pics/331ad5799ca5883f6b8b04f58bde3e1b.jpeg"
"1738685764-48","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Huawei y7 prime","https://www.dakarvente.com/annonce-410-huawei-y7-prime.html","109.900  FCFA","Smartphone huawei y7 prime 2018, tout neuf dans sa boite, 32go interne, port micro sd extensible, ram 3go, réseau 4g, écran de 5.9 pouces, batterie de 3000 mah, dual camera principale de 13+2 mégapixels, camera frontale de 8 mégapixels, android 8.0 

n.b : produit authentique et garantie

Téléphone : 773891022","Offre d'un particulier à Plateau","media/annonces/pics/17c52006a6f3e5713253ca558217864c.jpg"
"1738685775-49","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Huawei mate 10 lite","https://www.dakarvente.com/annonce-412-huawei-mate-10-lite.html","149.900  FCFA","Huawei mate 10 lite originale tout neuf scelle dans sa boite dual sim octa core 2.3ghz système android nougat très très rapide et puissant prend toutes les applications facebook whatsapp snapchat etc très large mémoire interne 64go ram 4go prend carte mémoire jusqu'à 256go écran très très large ips lcd 5.9pouces très haute qualité images superbe appareil photo très clair et nette très haute qualité images 16megapixels + 2megapixels flash led auto focus détection sourire et visage et caméra frontal très clair et nette très haute qualité images 13megapixels + 2megapixels flash led auto focus pour de jolie selfie batterie très résistante 3350mah dure des jour très jolie design superbe smartphone haut de gamme très performant connexion très rapide 4g lte avec lecteur empreinte digital à un prix imbattable promotionnel garantie 2ans avec possibilité de livraison avec facture.

Téléphone : 776164045","Offre d'un particulier à Plateau","media/annonces/pics/badfca7b64f8531287fb9868e90e9596.jpg"
"1738685780-50","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Nokia 5","https://www.dakarvente.com/annonce-376-nokia-5.html","94.900  FCFA","Nokia 5 originale tout neuf scelle dans sa boite dual sim octa core 1.4ghz système android nougat très très rapide et puissant prend toutes les applications facebook whatsapp snapchat etc très large mémoire interne 16go ram 2go prend carte mémoire jusqu'à 256go écran très très large ips lcd 5.2pouces très haute qualité images superbe appareil photo très clair et nette 13megapixels flash led auto focus détection sourire et visage et caméra frontal très clair et nette très haute qualité images 8 mégapixels flash led auto focus pour de jolie selfie batterie très résistante dure des jours très jolie design superbe smartphone haut de gamme très performant connexion wifi 4g très rapide avec lecteur empreinte digital à un prix imbattable promotionnel garantie 1 an avec possibilité de livraison avec facture. 

Telephone : 773129219","Offre d'un particulier à Plateau","media/annonces/pics/bfcc7bf74cfe864e3cceba5d6e9e3d07.jpg"
"1738685787-51","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy grand prime pro","https://www.dakarvente.com/annonce-512-samsung-galaxy-grand-prime-pro.html","75.000  FCFA","Samsung galaxy grand prime pro 2018 nouveau modèle originale tout neuf scellé dans sa boîte dual sim octa core 1.4ghz système android version. 7.0 très rapide et puissant et qui prend tout les applications viber whatsaap facebook imo ect écran très large de 5 pouces photo très clair et nette de 8 mégapixels plus flash led auto focus et une caméra frontale de 5 mégapixels plus flash led auto focus mémoire interne 16 go ram 1,5 go et qui prend carte mémoire jusqu'à 256 go réseau 4g lite la batterie très résistant très jolie d'ising produit authentique haut de gamme en promotion garantie de 24 mois vendue avec la facture et livraison gratuite à un prix imbattable 

Contact : 772095510","Offre d'un particulier à Plateau","media/annonces/pics/bb5313ea709d78e830b88d858db31815.jpg"
"1738685793-52","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Grand studio à ngor almadies","https://www.dakarvente.com/annonce-519-grand-studio-ngor-almadies.html","200.000  FCFA","Mayou immobilier vous propose en location ce grand et joli studio à ngor almadies au 3ème et 4ème étage composé d'une grande chambre avec toilette intérieure et une toilette visiteurs, un grand salon avec un grand balcon, une cuisine ,un service de gardiennage 24/ 24 un service de nettoyage des parties communes, un parking.

pour plus d'informations, n'hésitez pas à nous joindre. 

Téléphone : 772251409","Offre d'un particulier à Plateau","media/annonces/pics/f9ba907cb13881f52221e2469b920fd1.jpg"
"1738685799-53","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Ipad air 2","https://www.dakarvente.com/annonce-444-ipad-air-2.html","160.000  FCFA","Je vend mon ipad air 2 gold 16gb en excellente état sans rayure avec sa boite

prend carte sim. Tel : 777954918","Offre d'un particulier à Plateau","media/annonces/pics/a1773bb0465f7c312af68c98bcc86dab.jpg"
"1738685804-54","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Iphone 6 à vendre","https://www.dakarvente.com/annonce-439-iphone-6-vendre.html","159.000  FCFA","Iphone 6 64gb gold tout neuf scellé dans sa boite vendu avec la facture et sous la garantie.

un service de livraison est à mis à votre disposition.

Tel : 783713966","Offre d'un particulier à Plateau","media/annonces/pics/04d0604391cac2e6e96bce1cf7985f06.jpg"
"1738685821-55","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Doogee x50","https://www.dakarvente.com/annonce-491-doogee-x50.html","39.900  FCFA","Smartphone doogee x50 tout neuf dans sa boîte, 8go interne, port micro sd extensible, ram 1go, réseau 3g, dual sim, écran de 5 pouces, camera princîpal de 5 mégapixel, caméra frontal de 5 mégapixel, batterie de 2000mah, power saving mode, android 8.1

nb : produit authentique et garantie 

Tel : 773891022","Offre d'un particulier à Plateau","media/annonces/pics/6edce4e50a12bbb63ac58501931aa0a4.jpg"
"1738685831-56","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Barrette  mémoire ddr4","https://www.dakarvente.com/annonce-549-barrette-mmoire-ddr4.html","55.000  FCFA","Barrette de mémoire ddr4 8 go, 2133mhz

faible consommation d'énergie à 1,2v

dissipateur de chaleur noir, élégant et profil bas

facile à installer - fonctionnalité plug & play

surcadençage automatique - pour bénéficier de vitesses et de capacités plus élevées

économique - la parfaite combinaison de prix et de performance ddr4

unique - dissipateur de chaleur fury asymétrique

design - dissipateur de chaleur noir, élégant et profi l bas avec un circuit imprimé assorti

fiable - 100% testée en usine

compatible - testées avec toutes les grandes marques de cartes mères

dimensions - 133.35 x 34.24 mm

j'ai 4 pièces une barrette prix indiqué sur l’annonce 

Tel : 772353906","Offre d'un particulier à Plateau","media/annonces/pics/2d618b8654f3952cb60a798253e0cc75.jpg"
"1738685836-57","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Iphone 8 plus","https://www.dakarvente.com/annonce-517-iphone-8-plus.html","500.000  FCFA","Iphone 8 plus tout neuf scellé jamais ouvert avec un an de garantie. 

Tel : 776604525","Offre d'un particulier à Plateau","media/annonces/pics/7e01cf742a85daab6ebe7715701a5774.png"
"1738685842-58","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Alcatel pixi 4 power","https://www.dakarvente.com/annonce-575-alcatel-pixi-4-power.html","49.900  FCFA","Smartphone alcatel pixi 4 power plus tout neuf dans sa boite, 8go interne, port micro sd extensible, ram 1go, réseau 3g+, dual sim, écran de 5.5 pouces, camera principal de 8 mégapixel,camera frontal de 5 mégapixel, batterie de 5000mah, android 5.0 nb : produit authentique et garantie 

Tel : 773891022","Offre d'un particulier à Plateau","media/annonces/pics/8fefa7508884f840cdba16846dd5215c.jpg"
"1738685847-59","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","chargeur sans fil wireless pour samsung et iphone","https://www.dakarvente.com/annonce-547-chargeur-sans-fil-wireless-pour-samsung-et-iphone.html","10.000  FCFA","Nouvel arrivage de wireless chargeur compatible avec iphone et samsung 100% garantie vendue avec facture et possibilité de faire la livraison 

Appelez au 778095586","Offre d'un particulier à Plateau","media/annonces/pics/9bc2228a2a08843aec3dfee6c298eea0.jpg"
"1738685852-60","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy s5","https://www.dakarvente.com/annonce-381-samsung-galaxy-s5.html","90.000  FCFA","Je vends des samsung galaxy s5 16gb un sim tout neuf dans leur boite. vendu avec facture possibilité de faire la livraison. pas d'échange. Tel : 776081330","Offre d'un particulier à Plateau","media/annonces/pics/1c9ee0aa906cfbec40723c13f538b8a2.jpg"
"1738685859-61","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy grand prime plus 4g","https://www.dakarvente.com/annonce-380-samsung-galaxy-grand-prime-plus-4g.html","59.900  FCFA","Samsung galaxy grand prime plus 4g nouveau model originale tout neuf scellé dans sa boité dual sim quand core 1.3 ghz système androïde lolipop très rapide et puissante et qui prend toutes les applications tout comme viber whatsaap imo facebook ext..., mémoire interne 8 go ram 1 go microsd prend carte mémoire jusqu'à 128 go photo 8 mégapixels plus flash led auto focus et une caméra frontale de 5 mégapixels réseau 4g 3g la batterie très résistant et qui dure des jours smartphone authentique haut de gamme en promotion garantie vendu avec facture et livraison gratuit à un prix imbattable.

Tel : 772095510","Offre d'un particulier à Plateau","media/annonces/pics/17dcbeb2aa8da2563446397de0c08c41.jpg"
"1738685866-62","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Itel s32","https://www.dakarvente.com/annonce-375-itel-s32.html","54.900  FCFA","Itel s32 originale tout neuf scellé dans sa boite dual sim quad core 1.3ghz système android nougat 7.1 très très rapide et puissant prend toutes les applications facebook whatsapp snapchat etc très large mémoire interne 16go ram 1go prend carte mémoire jusqu'à 256go écran très large de 5.5pouces super ips lcd très haute qualité images superbe appareil photo très clair et nette très haute qualité images 8 megapixels flash led auto focus détection sourire et visage et double caméra frontal inédit très clair et nette très haute qualité images 5megapixels flash led auto focus pour de jolie selfie batterie très résistante dure des jours 3000mah très jolie disign superbe smartphone haut de gamme très performant connexion très rapide avec lecteur empreinte digital à un prix imbattable promotionnel garantie 1an cover taff livraison gratuite avec facture. 

Tel : 32773129219 / 776164045","Offre d'un particulier à Plateau","media/annonces/pics/45ac291d4f2a9dfec42d48850a792082.jpg"
"1738685873-63","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","huawei p8 lite","https://www.dakarvente.com/annonce-590-huawei-p8-lite.html","45.000  FCFA","salut

je vends un huawei P8 lite avec 2GO de ram et 16GO

super nickel

echange possible

TEl :769266131","Offre d'un particulier à Plateau","media/annonces/pics/795aaee7ecc2d27533d5c536451def45.jpg"
"1738685895-64","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Microsoft lumia 640","https://www.dakarvente.com/annonce-569-microsoft-lumia-640.html","69.900  FCFA","Smartphone microsoft lumia 640 tout neuf dans sa boîte, 16go interne, port micro sd extensible( prend une seule sim), ram 1go, réseau 4g, écran de 5 pouces, batterie de 2500mah, camera principale de 8 mégapixel, caméra frontale de 5 megapixel, windows phone 10

nb : produit authentique et garantie 

Contact : 773891022","Offre d'un particulier à Plateau","media/annonces/pics/caa09c7fdad89d4e7e93415b0670e996.jpg"
